Time,Photoresistor,Humidity in %,Temperature in C°,CO2 in ppm,Soil Moisture in %
21:46:34,155,58.20,25.40,770,152

21:46:35,155,58.20,25.40,770,152

21:46:36,155,58.10,25.40,770,152

21:46:37,152,58.10,25.40,770,153

21:46:38,151,58.00,25.40,770,153

21:46:40,152,58.00,25.40,770,153

21:46:41,152,58.00,25.40,770,153

21:46:42,152,58.00,25.40,770,153

21:46:43,152,58.00,25.30,770,153

21:46:44,152,58.00,25.30,768,153

21:46:45,152,58.20,25.40,768,153

21:46:46,152,58.20,25.40,770,153

21:46:47,153,58.30,25.40,770,153

21:46:48,153,58.30,25.40,770,153

21:46:49,153,58.40,25.40,770,153

21:46:50,153,58.40,25.40,770,153

21:46:51,153,58.40,25.40,770,153

21:46:52,153,58.40,25.40,770,153

21:46:53,153,58.30,25.40,770,153

21:46:54,159,58.30,25.40,770,152

21:46:55,159,58.10,25.40,770,152

21:46:56,158,58.10,25.40,771,152

21:46:57,157,57.90,25.40,771,152

21:46:58,157,57.90,25.40,771,152

21:46:59,156,57.60,25.40,771,152

21:47:0,156,57.60,25.40,771,152

21:47:1,156,57.40,25.40,771,152

21:47:2,155,57.40,25.40,771,152

21:47:3,155,57.20,25.40,771,152

21:47:4,155,57.20,25.40,771,152

21:47:5,155,57.00,25.30,772,152

21:47:6,155,57.00,25.30,772,152

21:47:7,155,56.90,25.40,772,152

21:47:8,154,56.90,25.40,772,152

21:47:9,154,56.80,25.40,772,152

21:47:10,152,56.80,25.40,772,153

21:47:11,151,56.80,25.40,772,153

21:47:12,151,56.80,25.40,772,153

21:47:13,152,56.90,25.40,772,153

21:47:15,152,56.90,25.40,772,153

21:47:16,152,57.00,25.40,772,153

21:47:17,152,57.00,25.40,773,153

21:47:18,153,57.00,25.40,773,153

21:47:19,153,57.00,25.40,773,153

21:47:20,153,57.10,25.40,773,153

21:47:21,153,57.10,25.40,773,153

21:47:22,152,57.10,25.40,773,153

21:47:23,153,57.10,25.40,774,153

21:47:24,153,57.10,25.40,774,153

21:47:25,153,57.10,25.40,774,153

21:47:26,153,57.00,25.40,774,153

21:47:27,159,57.00,25.40,774,152

21:47:28,159,57.00,25.40,774,152

21:47:29,158,57.00,25.40,774,152

21:47:30,157,57.10,25.40,774,152

21:47:31,157,57.10,25.40,774,152

21:47:32,156,57.20,25.40,774,152

21:47:33,156,57.20,25.40,774,152

21:47:34,156,57.20,25.40,774,152

21:47:35,156,57.20,25.40,775,152

21:47:36,155,57.30,25.40,775,152

21:47:37,155,57.30,25.40,775,152

21:47:38,155,57.40,25.40,775,152

21:47:39,155,57.40,25.40,775,152

21:47:40,155,57.50,25.40,775,152

21:47:41,155,57.50,25.40,775,152

21:47:42,155,57.60,25.40,775,152

21:47:43,152,57.60,25.40,775,153

21:47:44,151,57.60,25.30,775,153

21:47:45,152,57.60,25.30,775,153

21:47:46,152,57.80,25.40,775,153

21:47:47,152,57.80,25.40,775,153

21:47:48,152,57.90,25.40,775,153

21:47:50,152,57.90,25.40,775,153

21:47:51,152,57.90,25.40,775,153

21:47:52,152,57.90,25.40,775,153

21:47:53,152,57.90,25.40,775,153

21:47:54,152,57.90,25.40,775,153

21:47:55,153,58.00,25.40,775,153

21:47:56,153,58.00,25.40,775,153

21:47:57,153,57.90,25.40,775,153

21:47:58,153,57.90,25.40,775,153

21:47:59,153,58.00,25.40,775,153

21:48:0,159,58.00,25.40,776,152

21:48:1,159,58.00,25.40,776,152

21:48:2,157,58.00,25.40,776,152

21:48:3,157,58.00,25.40,776,152

21:48:4,156,58.00,25.40,776,152

21:48:5,156,58.10,25.40,776,152

21:48:6,156,58.10,25.40,776,152

21:48:7,155,58.30,25.40,775,152

21:48:8,155,58.30,25.40,775,152

21:48:9,155,58.50,25.40,775,152

21:48:10,156,58.50,25.40,775,152

21:48:11,156,58.70,25.40,775,152

21:48:12,155,58.70,25.40,775,152

21:48:13,155,58.80,25.40,775,152

21:48:14,156,58.80,25.40,775,152

21:48:15,155,58.80,25.30,775,152

21:48:16,152,58.80,25.30,775,153

21:48:17,152,58.70,25.40,775,153

21:48:18,152,58.70,25.40,776,153

21:48:19,152,58.60,25.40,776,153

21:48:20,152,58.60,25.40,776,153

21:48:21,152,58.60,25.40,776,153

21:48:22,153,58.60,25.40,776,153

21:48:23,152,58.60,25.40,776,153

21:48:25,152,58.60,25.40,776,153

21:48:26,153,58.50,25.40,776,153

21:48:27,153,58.50,25.40,776,153

21:48:28,153,58.30,25.40,776,153

21:48:29,153,58.30,25.40,776,153

21:48:30,153,58.10,25.40,776,153

21:48:31,154,58.10,25.40,776,153

21:48:32,154,58.00,25.40,776,153

21:48:33,158,58.00,25.40,776,152

21:48:34,159,58.00,25.40,776,152

21:48:35,158,58.00,25.40,775,152

21:48:36,157,58.10,25.40,775,152

21:48:37,157,58.10,25.40,775,152

21:48:38,157,58.30,25.40,775,152

21:48:39,156,58.30,25.40,775,152

21:48:40,156,58.40,25.40,775,152

21:48:41,155,58.40,25.40,775,152

21:48:42,156,58.50,25.40,775,152

21:48:43,155,58.50,25.40,775,152

21:48:44,156,58.60,25.40,775,152

21:48:45,156,58.60,25.40,774,152

21:48:46,156,58.60,25.40,774,152

21:48:47,155,58.60,25.40,774,152

21:48:48,155,58.60,25.40,774,152

21:48:49,153,58.60,25.40,775,153

21:48:50,152,58.50,25.40,775,153

21:48:51,152,58.50,25.40,775,153

21:48:52,152,58.40,25.40,775,153

21:48:53,152,58.40,25.40,775,153

21:48:54,152,58.20,25.40,775,153

21:48:55,153,58.20,25.40,775,153

21:48:56,153,58.10,25.40,775,153

21:48:57,152,58.10,25.40,775,153

21:48:58,152,58.00,25.40,775,153

21:49:0,153,58.00,25.40,774,153

21:49:1,152,57.90,25.30,774,153

21:49:2,153,57.90,25.30,774,153

21:49:3,153,57.90,25.40,774,153

21:49:4,153,57.90,25.40,774,153

21:49:5,153,57.90,25.40,774,153

21:49:6,153,57.90,25.40,774,152

21:49:7,156,58.00,25.40,774,152

21:49:8,157,58.00,25.40,774,152

21:49:9,157,58.00,25.40,774,152

21:49:10,157,58.00,25.40,774,152

21:49:11,156,58.00,25.30,774,152

21:49:12,156,58.00,25.30,774,152

21:49:13,156,58.10,25.40,775,152

21:49:14,156,58.10,25.40,775,152

21:49:15,156,58.20,25.40,775,152

21:49:16,155,58.20,25.40,775,152

21:49:17,156,58.30,25.40,775,152

21:49:18,155,58.30,25.40,775,152

21:49:19,155,58.30,25.40,774,152

21:49:20,155,58.30,25.40,774,152

21:49:21,155,58.30,25.40,774,152

21:49:22,152,58.30,25.40,775,153

21:49:23,152,58.40,25.40,775,153

21:49:24,152,58.40,25.40,775,153

21:49:25,152,58.40,25.40,775,153

21:49:26,152,58.40,25.40,774,153

21:49:27,152,58.30,25.40,774,153

21:49:28,152,58.30,25.40,774,153

21:49:29,152,58.30,25.40,774,153

21:49:30,153,58.30,25.40,774,153

21:49:31,152,58.30,25.40,774,153

21:49:32,153,58.30,25.40,775,153

